abbrName	ncbiID	fullName	isolate	strain	norank_57678	norank_1086053	serogroup	forma	formaspecialis	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2642122	norank_2619919	norank_2627626	norank_1919231	norank_38063	norank_2622230	norank_2642239	norank_2629106	norank_2618147	norank_2625095	norank_2641301	norank_2621923	norank_256003	norank_2627676	norank_2621901	norank_2644672	norank_1104572	norank_2642439	norank_1234666	norank_2619537	norank_2646925	norank_2643926	norank_2635519	norank_2638681	norank_2624677	norank_2685009	norank_2644212	norank_2631227	norank_2144190	norank_2622732	norank_69483	norank_2643768	norank_2668073	norank_2648758	norank_1655640	norank_2639520	norank_2634974	norank_2620651	norank_2641160	norank_2634096	norank_2648975	norank_2684913	norank_1700837	norank_132567	norank_2626337	norank_2634179	norank_2629569	norank_2623058	norank_1727652	norank_2684908	norank_886737	norank_2638413	norank_2638438	norank_2632030	norank_2630403	norank_2648658	norank_2642017	norank_2636082	norank_2631942	norank_2625419	norank_2565780	norank_2629969	norank_2648942	norank_2648404	norank_2631116	norank_2624956	norank_2610901	norank_857194	norank_220671	norank_254878	norank_2641196	norank_2633939	norank_2678336	norank_2640012	speciesgroup	norank_44537	section	subgenus	genus	norank_1535325	subtribe	norank_1304792	norank_651142	norank_1593277	norank_2116545	norank_114584	norank_2683658	norank_218105	norank_1113537	norank_1142503	norank_588816	norank_1803510	tribe	norank_588815	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_469895	norank_715341	norank_2601530	norank_337687	norank_1912919	superfamily	norank_2601529	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_159987	norank_2812636	norank_33083	norank_355688	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_1437201	norank_186626	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_32525	norank_71240	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_4447	norank_1437183	norank_85512	class	norank_2290931	norank_2283794	norank_2683659	norank_2683660	norank_715962	norank_715989	norank_2692248	norank_404260	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_716546	norank_3208	norank_32523	norank_78536	norank_1338369	norank_58023	norank_3193	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_197562	norank_197563	phylum	norank_1783276	norank_1783275	norank_112252	norank_2611352	norank_1798711	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_2697495	norank_68336	norank_1783257	norank_1783272	norank_1783270	norank_1935183	norank_33634	norank_2611341	norank_88770	norank_2698737	norank_1206794	norank_33317	norank_33511	norank_33213	norank_6072	subkingdom	kingdom	norank_999999005	norank_999999001	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi1123529	1123529	Gonapodya prolifera	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	1123529	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109944	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	109943	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	79272	451454	451454	451454	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	2683659	4761	4761	4761	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	112252	4751	999999005	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi112489	112489	Dissoconium aciculare	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112489	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	112488	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	744530	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	2726947	451867	451867	451867	451867	451867	147541	147541	147541	147541	147541	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	999999005	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi1126212	1126212	Macrophomina phaseolina MS6	1126212	1126212	1126212	1126212	1126212	1126212	1126212	1126212	1126212	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35725	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	35724	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	45131	451869	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	159987	147541	147541	147541	147541	147541	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	4890	451864	4751	999999005	999999005	999999005	999999005	999999005	33154	2759	131567	1
ncbi1126238	1126238	Halorussus ruber	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1126238	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	183963	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi1126242	1126242	Halorussus amylolyticus	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1126242	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	1070314	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2236	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	2235	183963	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi1126245	1126245	Haloplanus salinus	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	1126245	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	376170	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644056	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	1644055	183963	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	2290931	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	1
ncbi1132497	1132497	Sulfolobus islandicus M.16.2	1132497	1132497	1132497	1132497	1132497	1132497	1132497	1132497	1132497	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132498	1132498	Sulfolobus islandicus M.16.12	1132498	1132498	1132498	1132498	1132498	1132498	1132498	1132498	1132498	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132499	1132499	Sulfolobus islandicus M.16.13	1132499	1132499	1132499	1132499	1132499	1132499	1132499	1132499	1132499	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132500	1132500	Sulfolobus islandicus M.16.22	1132500	1132500	1132500	1132500	1132500	1132500	1132500	1132500	1132500	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132501	1132501	Sulfolobus islandicus M.16.23	1132501	1132501	1132501	1132501	1132501	1132501	1132501	1132501	1132501	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132502	1132502	Sulfolobus islandicus M.16.30	1132502	1132502	1132502	1132502	1132502	1132502	1132502	1132502	1132502	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132503	1132503	Sulfolobus islandicus M.16.40	1132503	1132503	1132503	1132503	1132503	1132503	1132503	1132503	1132503	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132504	1132504	Sulfolobus islandicus M.16.43	1132504	1132504	1132504	1132504	1132504	1132504	1132504	1132504	1132504	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
ncbi1132505	1132505	Sulfolobus islandicus M.16.46	1132505	1132505	1132505	1132505	1132505	1132505	1132505	1132505	1132505	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	43080	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	2284	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	118883	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	2281	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	183924	28889	28889	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	1783275	2157	131567	1
